ID_Cliente,Idade,Genero,Estado,Plano,Tempo_Cliente_Meses,Mensalidade,Uso_Mensal_Horas,Quantidade_Chamados,Atrasos_Pagamento,Forma_Pagamento,Churn
728,18,Feminino,BA,Básico,71,61.0,105,6,3,Pix,Não
729,48,Feminino,MG,Premium,17,224.0,115,10,3,Débito Automático,Não
730,23,Feminino,RS,Premium,53,210.0,87,5,4,Cartão de Crédito,Sim
731,73,Masculino,PR,Básico,4,68.0,84,4,4,Cartão de Crédito,Não
732,54,Masculino,SP,Premium,25,224.0,40,0,0,Boleto,Não
733,33,Feminino,SP,Premium,57,237.0,48,5,3,Pix,Não
734,29,Masculino,MG,Padrão,4,123.0,41,6,2,Boleto,Sim
735,29,Feminino,MG,Padrão,12,109.0,8,10,1,Cartão de Crédito,Sim
736,37,Masculino,SP,Padrão,13,99.0,30,5,2,Boleto,Não
737,66,Feminino,CE,Premium,31,224.0,75,6,0,Pix,Não
738,22,Masculino,PR,Padrão,4,130.0,102,0,2,Boleto,Não
739,37,Masculino,BA,Premium,53,241.0,74,8,1,Boleto,Não
740,68,Feminino,RS,Básico,69,80.0,88,7,0,Boleto,Sim
741,18,Masculino,RS,Básico,62,58.0,10,10,3,Boleto,Não
742,65,Feminino,PE,Premium,9,210.0,31,11,0,Débito Automático,Não
743,74,Feminino,BA,Premium,44,250.0,31,7,2,Pix,Não
744,56,Masculino,SP,Padrão,3,134.0,91,10,0,Boleto,Não
745,44,Masculino,SP,Premium,63,228.0,119,1,6,Pix,Não
746,61,Masculino,RJ,Básico,46,76.0,64,5,3,Débito Automático,Sim
747,30,Feminino,PR,Padrão,2,137.0,16,12,2,Débito Automático,Não
748,69,Masculino,SP,Premium,29,206.0,30,0,2,Pix,Não
749,25,Masculino,RJ,Padrão,65,100.0,80,3,5,Boleto,Não
750,65,Masculino,SP,Básico,17,58.0,93,8,5,Débito Automático,Não
751,61,Feminino,PE,Premium,59,242.0,113,10,5,Pix,Sim
752,35,Masculino,SP,Básico,67,64.0,40,8,6,Pix,Sim
753,52,Masculino,PR,Padrão,41,115.0,93,5,0,Pix,Não
754,22,Masculino,CE,Básico,26,55.0,60,1,5,Cartão de Crédito,Não
755,55,Feminino,SP,Premium,43,191.0,110,1,3,Débito Automático,Não
756,51,Feminino,RJ,Básico,10,74.0,15,7,6,Cartão de Crédito,Sim
757,20,Feminino,SP,Padrão,41,134.0,43,12,1,Pix,Sim
758,22,Feminino,PR,Básico,8,67.0,115,6,3,Cartão de Crédito,Sim
759,47,Masculino,CE,Padrão,60,117.0,71,9,0,Débito Automático,Não
760,55,Masculino,MG,Básico,14,53.0,86,11,0,Débito Automático,Não
761,40,Masculino,SP,Padrão,62,129.0,21,2,1,Débito Automático,Não
762,55,Masculino,MG,Padrão,66,131.0,65,4,4,Débito Automático,Não
763,56,Masculino,PR,Padrão,38,90.0,69,9,5,Cartão de Crédito,Não
764,45,Feminino,CE,Padrão,26,130.0,81,12,0,Débito Automático,Não
765,72,Masculino,CE,Premium,43,213.0,33,5,1,Cartão de Crédito,Não
766,58,Feminino,PE,Básico,30,64.0,31,3,3,Pix,Não
767,29,Feminino,CE,Básico,47,,29,0,4,Débito Automático,Sim
768,20,Feminino,PR,Básico,26,56.0,27,3,2,Boleto,Não
769,19,Masculino,BA,Básico,34,79.0,31,10,1,Débito Automático,Sim
770,47,Feminino,RJ,Básico,48,75.0,20,2,4,Boleto,Não
771,74,Feminino,PR,Básico,25,56.0,10,11,2,Boleto,Sim
772,72,Feminino,MG,Premium,38,201.0,113,3,0,Pix,Não
773,31,Feminino,BA,Premium,11,244.0,68,9,0,Pix,Sim
774,29,Feminino,SP,Padrão,48,134.0,31,11,3,Boleto,Não
775,75,Feminino,MG,Básico,58,77.0,112,3,2,Débito Automático,Não
776,34,Masculino,SP,Premium,11,170.0,64,4,3,Débito Automático,Não
777,45,Feminino,SP,Padrão,60,116.0,27,12,3,Pix,Não
778,32,Masculino,RS,Padrão,10,95.0,34,8,4,Cartão de Crédito,Sim
779,25,Feminino,RS,Básico,47,51.0,100,5,1,Débito Automático,Não
780,30,Feminino,BA,Premium,18,229.0,105,4,0,Pix,Não
781,43,Masculino,PR,Premium,2,225.0,97,12,1,Boleto,Não
782,48,Feminino,BA,Básico,67,68.0,106,12,3,Cartão de Crédito,Não
783,38,Masculino,BA,Básico,55,74.0,22,3,3,Boleto,Não
784,37,Feminino,RS,Premium,2,205.0,46,5,1,Cartão de Crédito,Não
785,54,Feminino,PE,Básico,18,54.0,31,10,6,Pix,Não
786,22,Feminino,RJ,Premium,50,173.0,26,5,4,Cartão de Crédito,Não
787,61,Masculino,PE,Premium,23,237.0,41,7,0,Boleto,Não
788,32,Feminino,PE,Padrão,68,119.0,55,5,4,Boleto,Sim
789,25,Masculino,RS,Básico,69,63.0,60,6,6,Pix,Sim
790,28,Masculino,SP,Premium,40,224.0,23,11,5,Pix,Não
791,22,Masculino,RJ,Padrão,32,111.0,41,7,3,Pix,Não
792,40,Feminino,CE,Premium,39,182.0,54,6,1,Boleto,Não
793,62,Feminino,RJ,Premium,13,165.0,94,3,6,Boleto,Sim
794,49,Feminino,PE,Padrão,71,113.0,62,12,0,Boleto,Não
795,34,Feminino,PE,Básico,65,51.0,48,1,5,Pix,Não
796,72,Feminino,CE,Básico,51,51.0,67,1,5,Pix,Não
797,22,Masculino,MG,Básico,71,71.0,112,2,3,Cartão de Crédito,Não
798,56,Masculino,RS,Básico,23,59.0,24,11,3,Pix,Sim
799,40,Masculino,RJ,Básico,28,72.0,54,8,1,Débito Automático,Não
800,46,Feminino,PR,Básico,1,51.0,30,12,1,Cartão de Crédito,Não
801,19,Masculino,MG,Padrão,4,111.0,97,10,5,Boleto,Sim
802,20,Masculino,PE,Padrão,66,110.0,59,8,5,Cartão de Crédito,Sim
803,32,Masculino,PE,Básico,14,61.0,32,0,3,Pix,Não
804,32,Feminino,RS,Básico,36,70.0,103,0,0,Pix,Não
805,24,Feminino,MG,Premium,69,181.0,47,4,0,Boleto,Não
806,58,Feminino,PE,Premium,41,221.0,70,1,2,Boleto,Sim
807,50,Feminino,PR,Premium,2,238.0,84,12,0,Cartão de Crédito,Sim
808,21,Masculino,PR,Básico,48,65.0,97,2,3,Pix,Não
809,65,Feminino,RS,Padrão,18,110.0,101,12,6,Cartão de Crédito,Sim
810,32,Masculino,PR,Premium,43,186.0,82,8,0,Pix,Não
811,51,Masculino,SP,Padrão,24,130.0,86,1,6,Boleto,Não
812,31,Masculino,PE,Básico,12,55.0,97,12,1,Pix,Sim
813,37,Feminino,PR,Básico,26,57.0,39,9,1,Pix,Sim
814,23,Feminino,MG,Padrão,51,100.0,109,7,3,Pix,Não
815,19,Masculino,,Padrão,55,95.0,53,9,4,Pix,Sim
816,37,Feminino,PR,Padrão,37,125.0,24,7,0,Boleto,Não
817,18,Feminino,BA,Básico,65,73.0,54,7,3,Pix,Não
818,37,Feminino,RS,Premium,10,175.0,103,6,4,Débito Automático,Sim
819,50,Feminino,PR,Premium,63,207.0,36,11,0,Pix,Não
820,20,Masculino,RS,Padrão,4,132.0,36,2,2,Boleto,Não
821,18,Masculino,PR,Básico,12,70.0,117,6,5,Pix,Não
822,28,Feminino,PE,Padrão,33,109.0,101,8,5,Cartão de Crédito,Não
823,24,Feminino,RS,Premium,45,194.0,5,11,1,Boleto,Não
824,70,Feminino,PE,Padrão,1,94.0,26,6,4,Boleto,Não
825,41,Masculino,MG,Básico,18,56.0,30,8,0,Cartão de Crédito,Não
826,65,Masculino,RJ,Básico,25,58.0,42,10,4,Cartão de Crédito,Sim
827,42,Masculino,SP,Básico,36,52.0,12,9,1,Débito Automático,Não
828,66,Feminino,CE,Básico,6,53.0,65,12,0,Débito Automático,Sim
829,56,Feminino,PE,Padrão,44,133.0,53,5,6,Cartão de Crédito,Sim
830,40,Masculino,SP,Padrão,13,119.0,82,6,5,Cartão de Crédito,Não
831,73,Feminino,PE,Premium,36,191.0,89,5,3,Boleto,Não
832,18,Feminino,PR,Premium,42,206.0,82,0,6,Pix,Não
833,43,Masculino,PE,Premium,11,220.0,42,10,6,Boleto,Não
834,63,Masculino,RS,Básico,67,78.0,111,0,1,Pix,Não
835,28,Masculino,RJ,Padrão,15,132.0,60,3,1,Cartão de Crédito,Não
836,28,Masculino,MG,Padrão,50,107.0,73,11,2,Pix,Não
837,23,Feminino,,Premium,43,233.0,96,12,4,Pix,Sim
838,59,Masculino,RJ,Premium,72,189.0,16,3,2,Débito Automático,Não
839,65,Feminino,SP,Premium,25,233.0,44,5,1,Cartão de Crédito,Não
840,55,Masculino,PR,Premium,25,214.0,18,5,6,Pix,Não
841,18,Masculino,RS,Premium,59,197.0,23,3,3,Cartão de Crédito,Não
842,56,Feminino,PR,Padrão,40,134.0,68,4,6,Débito Automático,Não
843,63,Masculino,SP,Padrão,8,111.0,115,11,1,Boleto,Não
844,72,Feminino,CE,Padrão,51,132.0,49,0,4,Pix,Não
845,43,Feminino,RJ,Básico,68,73.0,21,11,1,Débito Automático,Não
846,66,Masculino,CE,Premium,7,198.0,94,7,5,Pix,Sim
847,36,Masculino,MG,Básico,27,56.0,53,11,5,Pix,Sim
848,61,Feminino,PE,Básico,8,53.0,24,2,0,Pix,Sim
849,33,Masculino,PE,Básico,16,57.0,104,4,5,Cartão de Crédito,Não
850,67,Masculino,RJ,Padrão,49,130.0,20,7,2,Pix,Sim
851,59,Masculino,MG,Premium,66,235.0,54,9,4,Pix,Não
852,59,Masculino,PE,Premium,56,176.0,109,1,2,Cartão de Crédito,Sim
853,43,Masculino,PR,Premium,69,222.0,89,1,4,Cartão de Crédito,Não
854,29,Masculino,PR,Premium,24,217.0,88,12,2,Boleto,Sim
855,23,Feminino,MG,Premium,33,164.0,59,1,0,Cartão de Crédito,Não
856,33,Feminino,BA,Padrão,6,123.0,71,10,4,Débito Automático,Sim
857,56,Masculino,PR,Premium,66,172.0,23,10,6,Débito Automático,Sim
858,72,,RJ,Básico,18,69.0,75,9,2,Débito Automático,Sim
859,34,Masculino,PR,Padrão,21,119.0,14,4,5,Débito Automático,Não
860,58,Masculino,PE,Premium,25,232.0,110,10,5,Boleto,Não
861,38,Masculino,PE,Padrão,49,128.0,13,1,2,Débito Automático,Não
862,58,Feminino,SP,Básico,47,79.0,17,2,6,Pix,Não
863,32,Feminino,RJ,Padrão,14,97.0,72,8,5,Débito Automático,Não
864,62,Feminino,MG,Premium,37,237.0,49,1,0,Pix,Não
865,48,Masculino,MG,Premium,17,247.0,53,8,5,Débito Automático,Sim
866,21,Feminino,MG,Premium,48,191.0,61,10,4,Débito Automático,Sim
867,69,Masculino,RS,Padrão,65,107.0,86,8,5,Cartão de Crédito,Não
868,37,Masculino,MG,Padrão,41,95.0,78,1,0,Cartão de Crédito,Não
869,23,Masculino,CE,Premium,37,161.0,68,6,5,Cartão de Crédito,Não
870,43,Feminino,PR,Básico,25,79.0,99,11,3,Cartão de Crédito,Não
871,56,Masculino,BA,Padrão,22,138.0,11,3,1,Pix,Sim
872,49,Masculino,RS,Padrão,22,97.0,43,10,1,Pix,Não
873,36,Feminino,SP,Padrão,28,137.0,64,9,3,Pix,Sim
874,21,Feminino,,Padrão,1,119.0,56,4,2,Débito Automático,Sim
875,18,Feminino,RJ,Básico,56,65.0,67,8,4,,Não
876,27,Masculino,RS,Premium,33,210.0,18,5,2,Pix,Não
877,60,Masculino,RJ,Padrão,21,112.0,29,0,2,Débito Automático,Não
878,20,Feminino,RS,Básico,51,63.0,20,0,1,Pix,Não
879,49,Feminino,PE,Premium,64,176.0,21,5,6,Cartão de Crédito,Não
880,24,Masculino,BA,Básico,17,,59,0,6,Cartão de Crédito,Não
881,45,Masculino,MG,Padrão,38,121.0,36,12,3,Débito Automático,Sim
882,67,Masculino,MG,Básico,34,72.0,29,6,1,Boleto,Não
883,32,Masculino,RJ,Básico,17,62.0,115,3,1,Cartão de Crédito,Não
884,42,Feminino,SP,Padrão,68,134.0,70,3,1,Pix,Não
885,59,Masculino,BA,Básico,39,53.0,119,4,2,Cartão de Crédito,Não
886,29,Masculino,PE,Básico,1,51.0,28,3,2,Débito Automático,Não
887,49,Masculino,BA,Padrão,43,97.0,51,10,0,Débito Automático,Não
888,65,Feminino,RJ,Premium,68,190.0,118,10,2,Cartão de Crédito,Sim
889,26,Masculino,RJ,Premium,16,243.0,74,3,1,Débito Automático,Não
890,37,Masculino,PE,Premium,61,228.0,75,11,1,Débito Automático,Sim
891,75,Feminino,RJ,Premium,45,217.0,66,10,5,Pix,Sim
892,51,Masculino,PR,Premium,3,,99,11,1,Pix,Sim
893,49,Feminino,PE,Premium,69,169.0,56,2,3,Débito Automático,Não
894,31,Feminino,RS,Básico,1,55.0,43,9,5,Boleto,Sim
895,36,Feminino,SP,Premium,35,181.0,86,3,0,Boleto,Não
896,74,Masculino,RJ,Padrão,18,140.0,5,10,1,Débito Automático,Não
897,58,Feminino,RS,Premium,48,250.0,46,8,2,Cartão de Crédito,Não
898,58,Masculino,PE,Básico,46,57.0,88,2,2,Débito Automático,Não
899,73,Feminino,MG,Premium,71,188.0,62,5,2,Boleto,Não
900,64,Masculino,MG,Premium,56,221.0,29,1,3,Pix,Não
901,64,Masculino,RJ,Básico,37,50.0,23,2,6,Cartão de Crédito,Não
902,45,Masculino,RJ,Básico,59,79.0,53,1,5,Pix,Não
903,19,Feminino,MG,Básico,2,74.0,85,2,1,Cartão de Crédito,Não
904,68,Feminino,CE,Básico,14,67.0,109,11,0,Boleto,Sim
905,37,Masculino,SP,Padrão,62,105.0,110,8,5,Cartão de Crédito,Sim
906,24,Masculino,PR,Premium,38,213.0,59,2,0,Pix,Não
907,27,Masculino,CE,Padrão,37,133.0,26,10,5,Cartão de Crédito,Não
908,32,Masculino,SP,Básico,37,61.0,82,5,0,Boleto,Não
909,29,Feminino,RS,Padrão,68,128.0,49,10,3,Cartão de Crédito,Sim
910,35,Masculino,MG,Padrão,48,106.0,45,12,0,Boleto,Não
911,42,Feminino,MG,Padrão,62,94.0,16,9,3,Débito Automático,Não
912,26,Feminino,BA,Básico,50,61.0,22,6,3,Boleto,Não
913,42,Masculino,PE,Padrão,71,124.0,15,7,4,Pix,Não
914,51,Masculino,BA,Premium,29,190.0,76,5,0,Pix,Não
915,26,Feminino,MG,Básico,8,79.0,111,12,6,Pix,Sim
916,33,Feminino,SP,Básico,29,51.0,94,1,5,Pix,Não
917,41,Masculino,SP,Básico,14,71.0,23,7,6,Débito Automático,Não
918,27,Feminino,MG,Básico,32,52.0,100,6,1,Débito Automático,Não
919,48,Masculino,SP,Padrão,44,140.0,117,11,0,Cartão de Crédito,Sim
920,56,Feminino,RS,Básico,65,55.0,78,6,5,Débito Automático,Não
921,63,Masculino,PR,Básico,55,79.0,56,1,4,Cartão de Crédito,Não
922,32,Feminino,CE,Padrão,24,137.0,45,9,6,Pix,Sim
923,70,Masculino,RJ,Padrão,22,113.0,51,6,1,Débito Automático,Não
924,19,Feminino,PR,Básico,37,55.0,75,1,1,Boleto,Não
925,58,Feminino,SP,Básico,31,58.0,11,9,0,Débito Automático,Não
926,23,Feminino,BA,Padrão,2,138.0,21,6,4,Cartão de Crédito,Sim
927,39,Feminino,SP,Padrão,65,122.0,42,0,4,Boleto,Não
928,27,Masculino,MG,Premium,60,171.0,69,11,1,Débito Automático,Não
929,46,Feminino,PR,Básico,44,59.0,31,6,0,Cartão de Crédito,Não
930,27,Masculino,CE,Premium,64,178.0,17,12,6,Pix,Sim
931,38,Masculino,MG,Básico,38,55.0,95,9,2,Pix,Sim
932,34,Feminino,SP,Padrão,33,118.0,51,2,0,Débito Automático,Não
933,43,Feminino,CE,Padrão,17,113.0,38,9,2,Cartão de Crédito,Não
934,57,Masculino,RJ,Premium,8,191.0,42,11,6,Pix,Sim
935,28,Masculino,BA,Premium,52,188.0,64,6,6,Pix,Não
936,59,Feminino,PE,Premium,60,183.0,30,11,0,Pix,Não
937,39,Masculino,RS,Básico,41,60.0,63,3,5,Cartão de Crédito,Não
938,52,Feminino,SP,Básico,61,54.0,108,5,4,Débito Automático,Sim
939,68,Feminino,RS,,61,93.0,86,0,6,Boleto,Não
940,23,Feminino,PR,Básico,9,58.0,90,4,6,Débito Automático,Não
941,29,Feminino,PE,Básico,12,78.0,66,12,2,Pix,Sim
942,52,Masculino,PR,Premium,21,215.0,14,5,5,Boleto,Não
943,38,Masculino,PE,Premium,41,218.0,38,2,3,Cartão de Crédito,Não
944,46,Masculino,PE,Básico,58,70.0,94,0,1,Boleto,Não
945,56,Feminino,BA,Padrão,28,103.0,7,10,4,Débito Automático,Não
946,75,Feminino,PE,Padrão,65,97.0,50,7,5,Débito Automático,Não
947,71,Feminino,MG,Premium,55,202.0,75,1,1,Boleto,Não
948,52,Masculino,RJ,Padrão,49,132.0,108,10,3,Cartão de Crédito,Não
949,23,Masculino,CE,Premium,3,173.0,69,7,5,Cartão de Crédito,Não
950,60,Feminino,RJ,Padrão,54,104.0,49,8,3,Pix,Sim
951,44,Feminino,RS,Premium,51,188.0,112,8,2,Pix,Sim
952,61,Feminino,,Básico,1,78.0,47,0,0,Boleto,Sim
953,54,Masculino,PE,Padrão,31,115.0,21,9,5,Pix,Sim
954,64,Masculino,RJ,Básico,52,78.0,85,2,3,Pix,Não
955,71,Masculino,PE,Premium,34,180.0,6,5,1,Boleto,Sim
956,19,Masculino,CE,Premium,70,233.0,86,6,0,Débito Automático,Não
957,29,Feminino,RS,Básico,29,59.0,89,3,5,Cartão de Crédito,Não
958,35,Feminino,RJ,Básico,19,70.0,18,9,6,Boleto,Sim
959,36,Masculino,CE,Padrão,24,94.0,106,5,6,Cartão de Crédito,Sim
960,44,Feminino,CE,Básico,63,80.0,108,3,5,Boleto,Não
961,29,Masculino,RJ,Padrão,2,101.0,48,9,5,Débito Automático,Não
962,48,Masculino,SP,Premium,70,226.0,73,11,2,Cartão de Crédito,Não
963,51,Masculino,RJ,Premium,20,174.0,98,3,0,Boleto,Não
964,35,Feminino,CE,Padrão,62,95.0,60,11,4,Pix,Não
965,30,Feminino,MG,Padrão,23,133.0,106,6,0,Boleto,Não
966,64,Feminino,RJ,Padrão,56,118.0,82,9,5,Pix,Sim
967,45,Feminino,PE,Básico,46,61.0,42,7,1,Débito Automático,Não
968,43,Masculino,PR,Básico,15,55.0,89,12,1,Débito Automático,Sim
969,41,Masculino,CE,Básico,41,53.0,77,11,0,Débito Automático,Não
970,75,Masculino,RS,Básico,72,52.0,96,9,1,Cartão de Crédito,Não
971,54,Masculino,SP,Premium,54,215.0,107,5,6,Pix,Não
972,49,Feminino,PR,Básico,36,63.0,78,7,1,Cartão de Crédito,Não
973,36,Masculino,SP,Básico,1,79.0,48,2,6,Cartão de Crédito,Não
974,22,Feminino,RJ,Padrão,13,116.0,76,4,2,Débito Automático,Não
975,49,Masculino,BA,Premium,7,249.0,84,7,3,Cartão de Crédito,Não
976,19,Feminino,PR,Básico,7,76.0,26,1,2,Cartão de Crédito,Não
977,30,Masculino,RJ,Premium,48,160.0,11,11,6,Débito Automático,Sim
978,22,Masculino,CE,Padrão,43,129.0,20,4,5,Boleto,Sim
979,38,Feminino,CE,Básico,53,70.0,40,1,4,Débito Automático,Não
980,67,Feminino,PR,Premium,62,193.0,89,12,2,Boleto,Não
981,62,Feminino,PR,Básico,10,65.0,67,0,5,Cartão de Crédito,Sim
982,39,Masculino,MG,Básico,68,66.0,33,11,3,Débito Automático,Não
983,42,Masculino,RS,Padrão,66,139.0,116,3,0,Cartão de Crédito,Não
984,27,Masculino,CE,Padrão,14,97.0,89,0,3,Pix,Não
985,40,Feminino,PE,Padrão,16,125.0,70,5,3,Débito Automático,Não
986,21,Feminino,PR,Padrão,35,96.0,42,10,3,Boleto,Não
987,43,Masculino,PR,Básico,36,66.0,19,8,3,Boleto,Sim
988,25,Masculino,PE,Básico,5,68.0,55,1,4,Pix,Sim
989,24,Feminino,RS,Básico,35,65.0,98,12,1,Cartão de Crédito,Sim
990,24,Masculino,MG,Básico,65,79.0,45,7,5,Cartão de Crédito,Sim
991,28,Feminino,SP,Básico,43,78.0,27,0,5,Débito Automático,Não
992,74,Masculino,CE,Básico,22,71.0,116,9,2,Boleto,Não
993,48,Masculino,MG,Básico,6,76.0,104,10,2,Cartão de Crédito,Não
994,24,Feminino,BA,Padrão,43,121.0,63,8,2,Cartão de Crédito,Não
995,70,Feminino,RJ,Padrão,39,111.0,39,12,5,Cartão de Crédito,Não
996,27,Feminino,BA,Padrão,29,99.0,31,7,0,Cartão de Crédito,Não
997,30,Feminino,MG,Padrão,14,107.0,38,10,4,Débito Automático,Não
998,74,Feminino,RJ,Padrão,51,116.0,60,4,1,Pix,Sim
999,54,Masculino,RS,Padrão,37,90.0,84,10,1,Boleto,Não
1000,37,Masculino,SP,Padrão,37,108.0,67,7,0,Débito Automático,Não
1001,18,Feminino,MG,Padrão,46,90.0,16,4,1,Débito Automático,Não
1002,27,Feminino,PR,Premium,26,170.0,108,4,1,Pix,Sim
1003,45,Feminino,BA,Padrão,13,106.0,107,9,2,Boleto,Sim
1004,61,Feminino,CE,Básico,33,54.0,74,3,2,Boleto,Não
1005,42,Feminino,CE,Padrão,13,123.0,50,11,2,Pix,Não
1006,47,Masculino,RS,Padrão,53,91.0,105,0,6,Boleto,Não
1007,55,Feminino,MG,Premium,48,229.0,56,9,2,Cartão de Crédito,Sim
1008,47,Masculino,BA,Premium,59,170.0,81,0,2,Cartão de Crédito,Não
1009,70,Masculino,PR,Padrão,62,111.0,71,1,5,Boleto,Não
1010,53,Feminino,SP,Premium,64,246.0,108,10,6,Pix,Sim
1011,57,Masculino,PR,Premium,26,160.0,31,2,4,Cartão de Crédito,Não
1012,48,Masculino,PR,Básico,65,64.0,112,1,2,Débito Automático,Não
1013,70,Masculino,MG,Premium,57,238.0,23,1,3,Boleto,Não
1014,28,Feminino,BA,Premium,70,221.0,90,4,2,Débito Automático,Não
1015,43,Masculino,PE,Padrão,14,116.0,6,2,0,Débito Automático,Não
1016,20,Masculino,MG,Premium,57,177.0,50,7,5,Boleto,Não
1017,40,Feminino,CE,Premium,68,168.0,96,2,5,Boleto,Sim
1018,35,Feminino,MG,Premium,39,168.0,78,10,3,Débito Automático,Não
1019,26,Masculino,SP,Premium,42,204.0,8,9,4,Boleto,Não
1020,32,Masculino,RJ,Básico,14,,120,5,6,Boleto,Sim
1021,64,Masculino,CE,Padrão,54,94.0,102,9,2,Débito Automático,Sim
1022,56,Masculino,PR,Premium,4,201.0,30,1,5,Débito Automático,Não
1023,49,Masculino,RJ,Padrão,37,102.0,79,6,6,Cartão de Crédito,Não
1024,58,Masculino,BA,Premium,13,177.0,28,0,2,Pix,Não
1025,30,Masculino,CE,Básico,61,66.0,59,9,4,Pix,Não
1026,73,Masculino,SP,Básico,11,54.0,81,4,0,Débito Automático,Sim
1027,19,Masculino,RS,Básico,38,79.0,14,11,2,Boleto,Sim
1028,72,Masculino,CE,Premium,65,239.0,38,0,4,Cartão de Crédito,Não
1029,20,Feminino,SP,Padrão,54,102.0,35,12,0,Pix,Sim
1030,22,Masculino,CE,Premium,5,213.0,21,9,5,Débito Automático,Não
1031,64,Feminino,RS,Básico,14,51.0,105,3,5,Boleto,Não
1032,19,Masculino,CE,Básico,4,74.0,11,8,4,Pix,Não
1033,67,Masculino,BA,Padrão,17,134.0,50,8,1,Boleto,Sim
1034,39,Masculino,SP,Padrão,8,104.0,116,9,0,Boleto,Sim
1035,70,Feminino,PR,Básico,10,51.0,42,2,2,Boleto,Sim
1036,56,Masculino,CE,Padrão,62,97.0,95,1,0,Débito Automático,Não
1037,75,Masculino,RS,Básico,57,72.0,45,12,4,Cartão de Crédito,Sim
1038,21,Masculino,PR,Padrão,53,129.0,44,4,0,Boleto,Não
1039,25,Masculino,SP,Padrão,19,105.0,68,7,5,Cartão de Crédito,Não
1040,35,Feminino,SP,Padrão,50,95.0,115,4,6,Pix,Não
1041,42,Masculino,RS,Padrão,6,103.0,9,2,5,Débito Automático,Não
1042,19,Feminino,PE,Premium,44,235.0,105,3,6,Cartão de Crédito,Sim
1043,69,Feminino,PE,Básico,71,62.0,78,4,6,Débito Automático,Não
1044,28,Feminino,RJ,Padrão,60,105.0,36,0,2,Débito Automático,Não
1045,39,Masculino,RJ,Premium,51,195.0,44,5,2,Débito Automático,Não
1046,71,Feminino,CE,Padrão,23,119.0,86,7,0,Boleto,Não
1047,44,Feminino,RS,Básico,11,58.0,38,5,0,Pix,Não
1048,26,Masculino,MG,Básico,23,54.0,92,0,1,Pix,Sim
1049,55,Feminino,SP,Padrão,6,135.0,91,0,5,Débito Automático,Não
1050,52,Masculino,RJ,Premium,6,204.0,35,1,0,Boleto,Não
1051,38,Feminino,MG,Premium,48,213.0,8,1,5,Débito Automático,Não
1052,56,Masculino,BA,Padrão,43,131.0,10,7,2,Débito Automático,Não
1053,27,Feminino,PR,Premium,4,187.0,53,12,2,Cartão de Crédito,Não
1054,60,Masculino,PE,Premium,20,243.0,73,1,0,Cartão de Crédito,Não
1055,72,Feminino,PR,Premium,7,244.0,112,8,4,Débito Automático,Sim
1056,33,Masculino,PR,Padrão,32,139.0,61,3,3,Pix,Não
1057,41,Masculino,CE,Básico,46,67.0,105,5,5,Pix,Não
1058,32,Masculino,RS,Premium,17,191.0,106,12,3,Débito Automático,Não
1059,39,Masculino,MG,Padrão,16,116.0,117,8,1,Pix,Não
1060,18,Masculino,SP,Básico,16,63.0,111,11,3,Pix,Não
1061,19,Feminino,MG,Premium,22,225.0,56,8,3,Boleto,Não
1062,63,Masculino,RJ,Padrão,16,111.0,99,9,4,Débito Automático,Sim
1063,46,Masculino,RJ,Padrão,58,117.0,24,12,3,Cartão de Crédito,Não
1064,55,Feminino,RJ,Premium,48,218.0,34,6,2,Débito Automático,Não
1065,49,Feminino,RS,Padrão,7,123.0,46,9,4,Pix,Não
1066,38,Feminino,RJ,Básico,19,51.0,49,6,4,Débito Automático,Sim
1067,28,Feminino,RJ,Básico,37,58.0,34,3,1,Débito Automático,Não
1068,27,Masculino,SP,Básico,27,67.0,67,0,4,Cartão de Crédito,Não
1069,41,Feminino,RS,Básico,37,80.0,19,11,3,Cartão de Crédito,Não
1070,46,Feminino,RJ,,64,95.0,100,4,5,Boleto,Não
1071,64,Masculino,BA,Básico,42,55.0,119,4,3,Cartão de Crédito,Não
1072,45,Masculino,SP,Básico,67,60.0,36,10,6,Boleto,Não
1073,55,Masculino,CE,Padrão,29,102.0,41,7,1,Boleto,Não
1074,30,Masculino,MG,Premium,12,187.0,9,0,3,Pix,Sim
1075,62,Masculino,RS,Padrão,49,127.0,112,10,2,Boleto,Não
1076,74,Feminino,RS,Padrão,63,140.0,17,6,4,Boleto,Não
1077,25,Feminino,BA,Padrão,54,110.0,89,10,3,Cartão de Crédito,Sim
1078,40,Feminino,PR,Premium,51,221.0,8,12,6,Débito Automático,Não
1079,35,Feminino,BA,Premium,28,212.0,57,0,4,Pix,Não
1080,69,Feminino,SP,Padrão,55,106.0,44,4,3,Pix,Não
1081,44,Masculino,SP,Básico,22,67.0,97,1,4,Cartão de Crédito,Não
1082,69,Masculino,SP,Padrão,12,135.0,71,5,6,Boleto,Não
1083,41,Masculino,BA,Premium,26,210.0,47,11,1,Pix,Sim
1084,31,Masculino,PE,Premium,32,164.0,106,0,6,Pix,Não
1085,20,Masculino,RS,Básico,37,59.0,100,10,6,Cartão de Crédito,Não
1086,70,Feminino,SP,Padrão,52,137.0,6,1,0,Boleto,Sim
1087,24,Masculino,RS,Premium,51,199.0,40,12,2,Pix,Não
1088,30,Masculino,PE,Básico,34,70.0,76,6,2,Débito Automático,Não
1089,48,Feminino,RJ,Padrão,69,105.0,62,0,3,Boleto,Não
